mom_lb,vol_s,vol_l,top_n,rebal,mom_w,dir,vol_tgt,Sharpe,CAGR,MDD,Calmar,Trades
10,3,40,2,7,0.3000,long,0.2500,0.6500,0.1788,-0.5201,0.3438,3594
10,5,40,1,7,0.7000,long,0.2500,0.6494,0.1886,-0.5218,0.3615,1928
10,10,20,1,7,0.3000,long,0.0000,0.6459,0.1595,-0.9037,0.1766,378
10,3,40,1,7,0.7000,long,0.2500,0.6433,0.1841,-0.4810,0.3827,1930
10,10,20,1,7,0.7000,long,0.2500,0.6430,0.1862,-0.4637,0.4015,1932
20,5,20,1,14,0.5000,long,0.2500,0.6419,0.1891,-0.6322,0.2990,1907
10,3,40,1,14,0.5000,long,0.2500,0.6408,0.1822,-0.4465,0.4081,1854
20,10,20,1,14,0.5000,long,0.0000,0.6366,0.1809,-0.9020,0.2006,236
10,5,20,3,7,0.7000,long,0.2500,0.6365,0.1679,-0.5044,0.3329,5058
10,10,20,3,7,0.3000,long,0.2500,0.6362,0.1679,-0.5503,0.3052,5058
20,5,20,1,14,0.7000,long,0.2500,0.6350,0.1872,-0.5359,0.3492,1898
5,5,20,1,14,0.7000,long,0.0000,0.6333,0.1881,-0.8874,0.2120,228
10,10,20,3,7,0.7000,long,0.2500,0.6325,0.1655,-0.5180,0.3195,5045
10,3,20,2,7,0.7000,long,0.2500,0.6320,0.1716,-0.4631,0.3705,3599
5,10,20,1,14,0.5000,long,0.2500,0.6309,0.1913,-0.5790,0.3305,1813
5,5,20,1,14,0.7000,long,0.2500,0.6304,0.2022,-0.5489,0.3684,1820
5,3,20,1,14,0.5000,long,0.0000,0.6293,0.1842,-0.9447,0.1950,230
10,10,40,1,7,0.3000,long,0.2500,0.6260,0.1778,-0.4085,0.4353,1920
5,5,20,1,14,0.3000,long,0.2500,0.6248,0.1864,-0.6184,0.3013,1815
5,10,20,1,14,0.7000,long,0.0000,0.6218,0.1772,-0.8638,0.2051,220
10,10,20,3,7,0.5000,long,0.2500,0.6201,0.1611,-0.5197,0.3099,5051
10,10,20,1,14,0.5000,long,0.0000,0.6199,0.1481,-0.8309,0.1782,226
10,3,40,3,7,0.7000,long,0.2500,0.6177,0.1599,-0.5066,0.3157,5046
5,5,20,1,14,0.5000,long,0.0000,0.6174,0.1739,-0.9547,0.1822,228
10,5,40,2,7,0.5000,long,0.2500,0.6172,0.1653,-0.4889,0.3380,3600
10,10,40,2,7,0.3000,long,0.2500,0.6156,0.1644,-0.5348,0.3073,3581
10,10,40,3,7,0.7000,long,0.2500,0.6147,0.1590,-0.5146,0.3090,5036
10,10,20,1,14,0.3000,long,0.0000,0.6127,0.1461,-0.8267,0.1767,222
10,10,40,1,7,0.7000,long,0.2500,0.6062,0.1704,-0.4844,0.3519,1930
20,3,20,1,3,0.7000,long,0.2500,0.5985,0.1672,-0.6965,0.2400,2048
10,10,20,1,14,0.5000,long,0.2500,0.5867,0.1666,-0.5616,0.2967,1857
10,3,40,1,7,0.3000,long,0.2500,0.5787,0.1505,-0.5136,0.2929,1935
10,3,20,1,7,0.3000,long,0.2500,0.5772,0.1491,-0.5088,0.2931,1954
5,10,20,1,14,0.7000,long,0.2500,0.5768,0.1745,-0.6006,0.2905,1816
10,10,40,1,7,0.5000,long,0.0000,0.5697,0.0711,-0.9135,0.0778,366
10,10,40,2,7,0.5000,long,0.2500,0.5694,0.1461,-0.5268,0.2773,3592
20,10,40,1,14,0.7000,long,0.2500,0.5692,0.1598,-0.6925,0.2307,1893
10,10,20,1,14,0.3000,long,0.2500,0.5644,0.1564,-0.5637,0.2775,1855
20,3,20,1,14,0.7000,long,0.2500,0.5602,0.1548,-0.6400,0.2419,1901
10,5,40,2,7,0.7000,long,0.2500,0.5588,0.1419,-0.4862,0.2918,3590
10,3,20,1,7,0.5000,long,0.2500,0.5587,0.1410,-0.4209,0.3349,1950
20,3,40,1,3,0.5000,long,0.2500,0.5517,0.1468,-0.7259,0.2022,2067
5,3,20,1,14,0.3000,long,0.2500,0.5479,0.1493,-0.6155,0.2425,1819
10,3,40,1,7,0.5000,long,0.2500,0.5473,0.1374,-0.4852,0.2831,1937
10,3,40,2,7,0.7000,long,0.2500,0.5448,0.1366,-0.4746,0.2878,3592
10,5,20,2,7,0.5000,long,0.2500,0.5362,0.1328,-0.4719,0.2814,3616
10,5,40,1,7,0.3000,long,0.2500,0.5328,0.1386,-0.5449,0.2543,1934
5,5,20,1,14,0.5000,long,0.2500,0.5325,0.1433,-0.6589,0.2175,1817
10,3,40,2,7,0.5000,long,0.2500,0.5195,0.1267,-0.4651,0.2725,3596
10,10,40,2,7,0.7000,long,0.2500,0.5156,0.1254,-0.4953,0.2531,3583
20,10,20,1,14,0.7000,long,0.2500,0.5155,0.1348,-0.6402,0.2105,1900
10,5,40,1,7,0.5000,long,0.2500,0.5039,0.1270,-0.5545,0.2290,1934
10,5,20,1,14,0.5000,long,0.2500,0.4945,0.1208,-0.6170,0.1958,1857
10,10,20,2,7,0.7000,long,0.2500,0.4895,0.1154,-0.4590,0.2513,3592
10,5,20,2,7,0.7000,long,0.2500,0.4825,0.1127,-0.4836,0.2330,3602
10,10,40,1,7,0.5000,long,0.2500,0.4689,0.1128,-0.4869,0.2318,1928
10,10,20,1,7,0.5000,long,0.2500,0.4660,0.1117,-0.5612,0.1990,1933
10,10,20,2,7,0.3000,long,0.2500,0.4656,0.1063,-0.5504,0.1931,3601
10,10,20,2,7,0.5000,long,0.2500,0.4581,0.1033,-0.5282,0.1956,3602
10,5,20,1,7,0.5000,long,0.2500,0.4421,0.0970,-0.5279,0.1837,1952
10,5,20,1,14,0.3000,long,0.2500,0.3855,0.0772,-0.7558,0.1021,1858
10,5,20,1,7,0.3000,long,0.2500,0.3409,0.0594,-0.6091,0.0974,1952
10,10,20,1,7,0.3000,long,0.2500,0.2718,0.0333,-0.5943,0.0560,1937
